"id","status","date","country","country_code","place","type","sentiment","fav","retweet","lang","source"
1255059393588101120,"Some of us are still stuck in isolation because of #COVID-19, and after such a long time you run out of things to d… https://t.co/fyPLYFtumK","04/28/20","Belgium","BE","Lommel","city",0.12222222222222222,5,5,"en","Hootsuite Inc."
1255059561704067072,"Fighting Stigma — Lack of trust key challenge in Dharavi: Residents of Mumbai's Dharavi were initially reluctant in… https://t.co/2ACbk3KJ0Y","04/28/20","Canada","CA","Montréal","city",0,0,1,"en","dlvr.it"
1255059564308750336,"Fighting Stigma: Ireland not yet ready to ease coronavirus restrictions - health chief: DUBLIN — Ireland's National… https://t.co/Pmh5hk1Zp7","04/28/20","Canada","CA","Mascouche","city",0.2333333333333333,0,0,"en","dlvr.it"
1255059696005910528,"#HelloSuratCity

Tommorow 1 PM  Song Tribute To Our COVID Warriors ❤️ 
.
.
Written By :- sunny_darkness_official ki… https://t.co/IrRI0a6ST6","04/28/20","India","IN","Surat","city",0,0,0,"en","Instagram"
1255059919536926720,"Tune in today 8pm we going live @Dj_Lady_Star with la ganga youngnationdjs 🔥💪🏼🤩 #tacotuesday🌮 #coronavirus… https://t.co/pQTXBBm1Hw","04/28/20","United States","US","Newark","city",0.13636363636363635,1,1,"en","Instagram"
1255060199393525760,"UTC -7 | ZH —   Back to school in China as lockdowns start to ease: Children in China's two most important cities w… https://t.co/kqq0Q8C8dU","04/28/20","Canada","CA","Vancouver","city",0.27999999999999997,0,1,"en","dlvr.it"
1255062300018556929,"Reposted from ajaysconfiserie

myaccessbank

 So much to talk about this beautiful young woman with a heart of gold… https://t.co/teUM7aSfeH","04/28/20","Nigeria","NG","Abuja","city",0.36250000000000004,0,0,"en","Instagram"
1255062358721847296,"Lockdown hair. Intoducing the mini quiff complete with white roots. 🤔 #tuesdaymood #tuesdayvibes #tuesday #lockdown… https://t.co/lt3KNkF8fg","04/28/20","United Kingdom","GB","Chelmsford","city",0.05,1,0,"en","Instagram"
1255062928606351360,"Swimming swan in Dublin

#travel #travelphotography #travelling #travelblogger #romania #ireland #travelromania … https://t.co/1OcymSXwir","04/28/20","Ireland","IE","Dublin City","city",0,1,0,"en","Instagram"
1255062992141594624,"We will be joining the rest of the country at 11am to honour all frontline staff and key workers, that have sadly l… https://t.co/pwajyao2kB","04/28/20","United Kingdom","GB","Manchester","city",-0.25,0,0,"en","Hootsuite Inc."
1255063351807414272,"Remembering the workers who have lost their lives to covid-19 #workersmemorialday2020 #neverforgotten @ Little Lever https://t.co/uzE4CMOF4i","04/28/20","United Kingdom","GB","Bolton","city",-0.1875,1,0,"en","Instagram"
1255063960086286337,"Partial sew in with microlinks  on top. Are you ready to get Mic’D up?!!! Microlinks @ Gone Girl Hair Studio   Book… https://t.co/03lUmqiWSN","04/28/20","United States","US","Suwanee","city",0.29609375,0,0,"en","Instagram"
1255064826570776578,"Navigating the Crisis | Simon Cotton on leading johnstonsofelgin through COVID-19.
.
In this new series, Walpole sp… https://t.co/N3v1uEsAsp","04/28/20","United Kingdom","GB","Elgin","city",0.13636363636363635,1,0,"en","Instagram"
1255064975116206080,"Are you on #Covid19 #BirdWatch?

#FindFairy

#Lost GREY COCKATIEL #LostBird 
#StHelensPark #Appin #NSW… https://t.co/RGTv76djBw","04/28/20","Australia","AU","Appin","city",-0.06,1,2,"en","Instagram"
1255065107366887425,"Just Fucking Stay At Home 
LINK IN BIO Single Out NOW #stayathome #isolate #staysafe ! #covid_19 #alfoilhats… https://t.co/Ssvqqs9cws","04/28/20","Australia","AU","Ghan","neighborhood",-0.34464285714285714,0,0,"en","Instagram"
1255065440637849600,"Looking back to the last time I was in New Zealand after hearing a lot of good things on how they are winning the w… https://t.co/gsaJb0BmuT","04/28/20","New Zealand","NZ","Auckland","city",0.33939393939393936,1,0,"en","Instagram"
1255065460158038016,"#Depression 
Another and very Important cause for Depression among COVID fighting Doctors and Health workers.
She k… https://t.co/4tp1gsKMEu","04/28/20","India","IN","Motihari","city",0.16,0,0,"en","Instagram"
1255065468190314496,"Amsterdam 🖤👁‍🗨👱🏼‍♀️🎧 We will come back! When? We don’t know but we will come back! Nothing is forever, not even… https://t.co/ozQS3W6P8v","04/28/20","The Netherlands","NL","Zaanstad","city",0.16666666666666666,0,0,"en","Instagram"
1255066389175558144,"I have been one of those who have been very vocal and opinionated about the MEC of Health in Limpopo, Dr Phophi Ram… https://t.co/zmFC6ONJ60","04/28/20","South Africa","ZA","Johannesburg","city",0.2,0,0,"en","Instagram"
1255066989959065606,"Africa at 'beginning' of coronavirus pandemic with 40% rise in cases: Those who suffer from malnutrition or existin… https://t.co/ksCZ4T6aZb","04/28/20","United Kingdom","GB","London","city",-0.5,0,1,"en","dlvr.it"
1255066992509251587,"Common heartburn drug could treat coronavirus – docs will know in weeks: Famotidine has been available on prescript… https://t.co/tajlPujp2b","04/28/20","United Kingdom","GB","London","city",0.11285714285714285,0,1,"en","dlvr.it"
1255067181924134913,"Just chilling by the fire! 🔥 breeeee.x 
.
.
.
#model #instagram #tiktok #picoftheday #ootd #fire #campfire… https://t.co/62dGBxG6ho","04/28/20","Australia","AU","Sydney","city",-0.2625,0,0,"en","Instagram"
1255067426632368134,"Like the scenery! Wish COVID-19 finish ASAP!
.
#covid_19 @ New York, New York https://t.co/OzQ3V8evXJ","04/28/20","United States","US","Manhattan","city",0.13636363636363635,0,0,"en","Instagram"
1255067762369667073,"Today the british government has asked it's people to hold a 1 minute silence in honour of the victims who have sad… https://t.co/4juws9c0Ao","04/28/20","United Kingdom","GB","City of London","city",-0.25,0,0,"en","Instagram"
1255068576379092993,"Like many other yoga teachers, due to the Coronavirus Gary and I have taken our sessions online. 

This is a great… https://t.co/CBi6elG75f","04/28/20","United Kingdom","GB","Leicester","city",0.185,0,0,"en","Instagram"
1255068620125691904,"COVID-19 Files:
Cost $46.59 to fill a Mazda 6. This is the silver lining.
#covid19 #melbourne @ Melbourne, Victoria… https://t.co/L64g4d325D","04/28/20","Australia","AU","Melbourne","city",0,1,0,"en","Instagram"
1255068839534043137,"Lockdown Log Day 36.

Must be Tuesday.....
Hope the queue moves quickly today. Not the great weather we've been hav… https://t.co/vOkQmRb8uu","04/28/20","United Kingdom","GB","Plymouth","city",0.27777777777777773,0,0,"en","Instagram"
1255069066533801984,"We are ready. Are you? 

See you by 12 noon...

Join bridesnmoreikeja and @hadassahbridals⁣

We will be talking abo… https://t.co/aWccbj8sAA","04/28/20","Nigeria","NG","Lagos","city",-0.275,0,0,"en","Instagram"
1255069208100077569,"new #mask to counter #covid 19 🥰

#ilmiocucitocreativomamy #masks #covid_19 #stayathome #handmade #cottonandlinen… https://t.co/EfssyfER1I","04/28/20","Italy","IT","Castel Gandolfo","city",0.13636363636363635,0,0,"en","Instagram"
1255069261128589312,"Wildlife conservation suffers as conservation halts due to coronavirus lockdown, says BBOWT https://t.co/AURUw1NGdJ https://t.co/ZKyRXIkH18","04/28/20","United Kingdom","GB","Hook Norton","city",-0.3625,0,0,"en","dlvr.it"
1255069368058290177,"Supporting this initiative to #helpingothers suffering the effects of #covid 
Give a helping hand to the most… https://t.co/AV1rUV5Xpr","04/28/20","Argentina","AR","Córdoba","admin",0.08333333333333333,0,0,"en","Instagram"
1255069488292286464,"Blessings in Disguise Part 2. Lock down must not lock your destiny down. Wake up! Make sure you bring the best out… https://t.co/XOx7CMJUju","04/28/20","Nigeria","NG","Atan","city",0.2875,0,0,"en","Instagram"
1255069916979433473,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/0ftUFel3c2","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255069947857960962,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/CYdU1bDhnM","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070018997346305,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/bwzKJcpGtI","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070117622353921,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/zvlJcp5TQB","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070206864396289,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/XEo2UD79e3","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070271142313984,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/sbyIhW18xA","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070349986656256,"No captions needed...#goodheartradio #covid19isdead #wehavethevictory #goodmorning #covid19 #staysafeeveryone… https://t.co/PmwaHvXi1w","04/28/20","United Kingdom","GB","Birmingham","city",0,0,0,"en","Instagram"
1255070545168805888,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/7iQPP5OCB6","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070575766233089,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/09H3ktQOwD","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070626982789120,"Avoid touching MEN to stop #coronavirus.⁣
⁣
M - mouth⁣
E - eye⁣
N - nose⁣
⁣
Follow WOMEN to prevent #Covid19⁣
⁣
W -… https://t.co/L6ynusFNAj","04/28/20","Malaysia","MY","Petaling","city",0.25,1,0,"en","Instagram"
1255070664937086976,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/DtIG9NmdEQ","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070760516845568,"Episode 2 of #IntoTheYze to your left or upwards

#theyze #wolf #africa #SouthAfrica #lockdown2020 #coronavirus @ P… https://t.co/41vYf8KQRo","04/28/20","South Africa","ZA","Pretoria","city",0,0,0,"en","Instagram"
1255070763801075712,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/91Er7KGze0","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070826476507136,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/fCcGk6X54w","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255070996673040384,"🛹 Quarantine Day 33 🛹
-
-
-
-
#fentonsroadtrip 🥝🥝🥝
#skateboardingbackpacker 
#traveltipsbykiwi #solokiwi… https://t.co/KsZjxXZp3b","04/28/20","New Zealand","NZ","Christchurch City","city",0,0,0,"en","Instagram"
1255071100016394241,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/w24lsy1Aan","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255071157851750400,"We are ready. Are you? 
See you by 12 noon... Join bridesnmoreikeja and @hadassahbridals⁣

We will be talking about… https://t.co/UZOF5NHH98","04/28/20","Nigeria","NG","Lagos","city",-0.275,0,0,"en","Instagram"
1255071242861903874,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/LuGP6a4Zol","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255071380040830976,"The Waterhouse Cafe needs your HELP!

The Kingswood Safety Net are supporting Local Food Banks in the Borough to in… https://t.co/n1czks6lat","04/28/20","United Kingdom","GB","Banstead","city",0.08333333333333333,0,0,"en","Instagram"
1255071393944940547,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/UkxcxDuhV5","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255071552325988356,"15,000 To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:D… https://t.co/SHIlkuKRJY","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255071566561447936,"Fight 🦠 #stopcovid19⛔️😷✋ #coronavirus #covid19 #Cayenne #Guyane #Portraits #SuperHeroes 🇬🇫🇫🇷🇪🇺 #France… https://t.co/TkNIIZmhWD","04/28/20","French Guiana","GF","French Guiana","country",0,0,0,"en","Instagram"
1255071599864229894,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/KKrkIrmx5u","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255071693258862594,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/hoOtfbqBhR","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255071770249314306,"90% of Coronavirus Infections Are Asymptomatic https://t.co/4ONUwgkwFO https://t.co/n1X7N4Ssxa","04/28/20","United States","US","Gilroy","city",0,0,0,"en","dlvr.it"
1255071780902965248,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/WfewihG22C","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255071898431639552,"N10,000 only To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
C… https://t.co/3mRvAqZbDb","04/28/20","Nigeria","NG","Ibadan","city",0.02500000000000001,0,0,"en","Instagram"
1255072076119117825,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/Og4rrM6YGB","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255072271737081856,"When your godson paints your face during lockdown. First day of semi freedom flashback.

#lockdowns #photography… https://t.co/Or7Ki4fejU","04/28/20","United Arab Emirates","AE","Dubai","admin",0.25,0,0,"en","Instagram"
1255072298085818368,"To Order call:08072022447
Send a DM on WhatsApp:08153851749
Increase in general price level of goods
Cause:Dollar r… https://t.co/OHqZFf5CED","04/28/20","Nigeria","NG","Ibadan","city",0.05000000000000002,0,0,"en","Instagram"
1255072366415220738,"Episode 2 of #IntoTheYze to your right or downwards

#theyze #wolf #africa #SouthAfrica #lockdown2020 #coronavirus… https://t.co/SY4FHM1TrI","04/28/20","South Africa","ZA","Pretoria","city",0.2857142857142857,0,0,"en","Instagram"
1255072401584467968,"Hey Corona https://t.co/dvTa8yIyA9","04/28/20","United States","US","Brooklyn","city",0,1,0,"en","Twitter for iPhone"
1255073867481178112,"Covid-19 CircuitBreaker CBDay22...Ramadan Day5.A fast short ride with my 25 years old TrekSSL..in a tip top conditi… https://t.co/UM2NS3WH1a","04/28/20","Singapore","SG","West Region","admin",0.16,0,0,"en","Instagram"
1255073985697636352,"Day 36 Lockdown Training! Bike and Press Ups Sesh Complete! #bike #workout #ironman #triathlon #training #fitness… https://t.co/SDfNja7taT","04/28/20","United Kingdom","GB","Leicester","city",0.125,0,0,"en","Instagram"
1255073986997891073,"Tell ya kids that in 2020 B.C. (Before Corona) this wonderfully designed spaceship landed here and it's going to be… https://t.co/hM4lznRVxV","04/28/20","United States","US","Paradise","city",1,0,0,"en","Instagram"
1255074347531853824,"Covid-19 CircuitBreaker CBDay22...Ramadan Day5.A fast short ride with my 25 years old TrekSSL..in a tip top conditi… https://t.co/UPI0lzq3a1","04/28/20","Singapore","SG","West Region","admin",0.16,0,0,"en","Instagram"
1255074552570396672,"@ProfDFrancis Sorry to interrupt your COVID-19 tweeting, but is the SAMSON trial on track? When will the results be published?","04/28/20","Sweden","SE","Västerås","city",-0.5,0,0,"en","Tweetbot for Mac"
1255074589413163009,"Spring yard studies, art during covid. #peony #rva #create #magenta #gardentherapy #exploreathome #hipstamatic… https://t.co/AzKatMVXRP","04/28/20","United States","US","Richmond","city",0,0,0,"en","Instagram"
1255074664193249280,"Fighting Stigma: Covid-19 death rates North and South appear broadly similar: Ten more people have died in Northern… https://t.co/kw5ADioaTW","04/28/20","Canada","CA","Mascouche","city",0.25,0,0,"en","dlvr.it"
1255074664759451648,"Fighting Stigma — “Stigma Over Science” — Gay Men Who Survived Covid-19, Like Andy Cohen, Cannot Donate ...: Even d… https://t.co/zBfQVG9u3S","04/28/20","Canada","CA","Montréal","city",0.07222222222222223,0,1,"en","dlvr.it"
1255074665216610307,"Fighting Stigma: Coronavirus: plan for 100000 tests a week to be launched: The Department of Health has set a targe… https://t.co/T5dSpSeWqZ","04/28/20","Canada","CA","Mascouche","city",0,0,0,"en","dlvr.it"
1255074665938051072,"Fighting Stigma — AIIMS, medical facilities to take proactive steps against COVID-19; aware people on stigma: Harsh… https://t.co/98mhbeCG6U","04/28/20","Canada","CA","Montréal","city",0.016666666666666663,0,1,"en","dlvr.it"
1255075389577334785,"Several #Panathinaikos young guns will have a chance to shine in the near future as the COVID-19 pandemic hampers t… https://t.co/6iVt2p3Mzj","04/28/20","United States","US","Manhattan","city",0.05,6,2,"en","Squarespace"
1255075785590915075,"Good morning from this side of the world.
We are still winning with our eyes fixed on jesus @adaehimoses x @sinach… https://t.co/OYXEyC9QPj","04/28/20","Nigeria","NG","Lagos","city",0.43333333333333335,0,0,"en","Instagram"
1255075805048172545,"#WATCHPROORIGINALS: #RobinSwithinbank discusses Covid 19’s impact on #media, #marketing &amp; exhibitions https://t.co/hfHLtLs7xL","04/28/20","United Kingdom","GB","Islington","city",0,1,0,"en","dlvr.it"
1255075949034569729,"Pulled my truck over to observe the minute silence for key workers who have lost their lives to Covid-19 #RIP… https://t.co/kP4Jw66kAb","04/28/20","United Kingdom","GB","Yorkshire and The Humber","admin",0,4,0,"en","Twitter for Android"
1255076049425072128,"Coronavirus: MPs told of plans to deliver 'hot care homes' https://t.co/0xEWyzsSIA https://t.co/6UNiernKhP","04/28/20","United Kingdom","GB","Pevensey Bay","city",0.25,0,0,"en","dlvr.it"
1255076547746201601,"Not sure what we should call this little home messing around shoot 🟣🟪💜 #Silhouette #lockdown #stayathome #covid19… https://t.co/ixZe2kqHWQ","04/28/20","South Africa","ZA","Durban","city",-0.21875,0,0,"en","Instagram"
1255077019462688769,"COVID19 has exposed to GAPS: Time to expose, examine, educate and eradicate health disparities in race and class in… https://t.co/rEzCXefTiZ","04/28/20","Barbados","BB","Barbados","country",0.75,1,0,"en","Instagram"
1255077546967699456,"#Mycovid19Hero is Zion Oshiobugie @zionoshiobugie

Zion Oshiobugie is an advocate for educating Orphans, Vulnerable… https://t.co/H9w7nVnfMx","04/28/20","Nigeria","NG","Lagos","city",-0.5,0,1,"en","Instagram"
1255077747174649856,"You do not want to miss this one if you are thinking of adding another interests or ""hustle"" to your current  inter… https://t.co/Fr4TU2Be0W","04/28/20","Nigeria","NG","Port Harcourt","city",0,0,0,"en","Instagram"
1255077761477214208,"First born and his turn for the families weekly jaunt 😬😂😷 #covid #isolation #durries #dressedtoimpress… https://t.co/nj69RAsIaE","04/28/20","Australia","AU","Adelaide","city",0.25,0,0,"en","Instagram"
1255077817982779395,"We just posted a blog on our website about how italian food artisans are dealing with Covid19. 👉🏻 link in bio. The… https://t.co/5zBf6dAW7b","04/28/20","Italy","IT","Apricena","city",0.125,0,0,"en","Instagram"
1255079974555410432,"Coronavirus News: Study Shows Blood Type May Affect COVID-19 Risk
https://t.co/axeswdykrB","04/28/20","United States","US","Delmar","city",0,0,0,"en","andyarthur.org"
1255080184228851712,"TUESDAY MORNING

The most normal thing just happened; I woke up just before 6:00am. I love the early morning.

Good… https://t.co/7LJozJ6Mrj","04/28/20","United States","US","Richmond","city",0.39,9,0,"en","Instagram"
1255080494439505920,"We are working on some some educational/ workout Pilates videos for the community during COVID 19 - here is a tease… https://t.co/TZxxR0oKr0","04/28/20","Australia","AU","Sydney","city",0,0,0,"en","Instagram"
1255081422982766592,"Our education team have put together a series of activities for youngsters during the Covid-19 lockdown. Here’s the… https://t.co/298Gf7ir9G","04/28/20","United Kingdom","GB","Bath","city",0.4375,2,2,"en","Instagram"
1255081524204130304,"Day 46 of lockdown....only another few days left until we can go out for a walk!! Yipeee 😁😁😁

#notgoingforajog… https://t.co/9G5v0kduZR","04/28/20","Spain","ES","Marbella","city",-0.1,1,0,"en","Instagram"
1255081781734395904,"#HelloSuratCity

Surat Reported new 9 Corona positive case.

#covid19 #update #surati #coronakoharanahai #surat @ S… https://t.co/nyQpCWwVry","04/28/20","India","IN","Surat","city",0.18181818181818182,0,0,"en","Instagram"
1255082017886294017,"Mayor Hardy: ""A curfew may be necessary at some point""  https://t.co/FtKiwTDxHg  @MayorDonHardy1 #curfew #ncpol… https://t.co/P7bHDrxoJN","04/28/20","United States","US","Kinston","city",0,0,1,"en","Squarespace"
1255082790636253184,"6 Foot Away | Coming to all streaming platforms #StayHome #sixfeetapart #coronavirus @ Phoenix, Arizona https://t.co/UITgGczrWG","04/28/20","United States","US","Phoenix","city",0,0,0,"en","Instagram"
1255083094702346241,"Three major Louisville music festivals get cancelled due to COVID-19 - https://t.co/Jj8Go1AIT2… https://t.co/ZijaQbuEUd","04/28/20","United Kingdom","GB","Stratford","city",-0.03125,1,0,"en","dlvr.it"
1255083096405241856,"April 28th 2020. A cool 6C morning in Dorval. Day 21 of working from home. #covid19 @ Dorval, Quebec https://t.co/urKVixd5E7","04/28/20","Canada","CA","Dorval","city",0.35,0,0,"en","Instagram"
1255083520596291588,"🎼You &amp; Coronavirus came through like a wrecking ball!🎶🎵 
#MAGA @ Davie, Florida https://t.co/78jqUioNvq","04/28/20","United States","US","Davie","city",0,0,0,"en","Instagram"
1255084231161602053,"Lockdown story: 4-year-old reunited with parents after a month: Thiruvananthapuram: It took two days of networking… https://t.co/dm6sq1vzaE","04/28/20","Canada","CA","Brampton","city",0,0,1,"en","dlvr.it"
1255084365757001729,"🌀
covid-19 pandemic quarantine
these are
the people
of
Granville, Ohio | April 2020
.
the White family
Lincliff Dri… https://t.co/9wZ0cMXl6a","04/28/20","United States","US","Granville","city",0,0,0,"en","Instagram"
1255084659052068865,"What will Italy’s first coronavirus summer look like?
The outbreak of the virus and the uncertainty of how social d… https://t.co/HAMs7IIHAI","04/28/20","Italy","IT","Città della Pieve","city",0.09444444444444444,0,0,"en","Instagram"
1255084816887959553,"Tlemcen il y a pile trois ans 
withGalaxy  #samsunggalaxynote10plus
#photos #photooftheday #covid19 #coronavirus… https://t.co/0yhfIL7ayd","04/28/20","Algeria","DZ","Tlemcen                                                                                             ","city",0.5,0,0,"en","Instagram"
1255085300382158848,"Hospital COVID-19 
.
.

.
.
.
.
.
#stayathome #covid #covid19 #furnituredesign #picoftheday #enfermeira #lagos… https://t.co/cZ69ToieSW","04/28/20","Peru","PE","Villa el Salvador","city",0,0,0,"en","Instagram"
1255085545929277442,"Not sure if anyone involved in the IHME model counts as an expert at this point https://t.co/LiWTg6cUw8","04/28/20","United States","US","Florida","admin",-0.25,0,0,"en","Tweetbot for iΟS"
1255085927338332160,"WHYTE STUDIO //. 2.6 CHALLENGE FOR @backuptrust Corona Virus Appeal. 
-
The weekend  just gone would have market th… https://t.co/0EhZ5dFYjQ","04/28/20","United Kingdom","GB","City of London","city",-0.125,0,0,"en","Instagram"
1255086209644331008,"Hi guys👋
Just a quick update to let you know that we are still fully operational, with a few small changes to the w… https://t.co/NIbYUYq2KQ","04/28/20","Australia","AU","Bundaberg","city",0.0088095238095238,0,0,"en","Instagram"
1255086413936238592,"Hell No 😱😨.. I have found it here .. 😱🇫🇮❤️ even the person on sign board is walking away .. 🤔🤪🙏🙏 #coronamustdie… https://t.co/dibVfHYKHN","04/28/20","Finland","FI","Espoo","city",0,1,0,"en","Instagram"
1255087269293277184,"A Tale of Two Runs

COVID-19 Virtual Relay (19mins to cover whatever distance you can)

That was tough on the old@l… https://t.co/mtCYJtAQyK","04/28/20","United Kingdom","GB","Leeds","city",0.16884920634920633,0,0,"en","Instagram"
1255087390919659520,"LOCKDOWN is for LIFTING UP ....meetings online this week ‼️#lockdown #corona #coronavirus #instagramlive @ Toronto… https://t.co/Si7UQ3byqu","04/28/20","Canada","CA","Toronto","city",0,4,0,"en","Instagram"
1255087616791179265,"Why COVID-19 Makes Some People Sicker Than Others - The Atlantic
https://t.co/IgqDheAavX","04/28/20","United States","US","Delmar","city",0,0,0,"en","andyarthur.org"
1255088188315652098,"#quarantinelife #isolationart #pandemiclife #pandemicart#covid19 #covid_19 #covid_19art #freeme#cabinfever#letmypeo… https://t.co/qp8Fopyz0f","04/28/20","United States","US","Manhattan","city",0,0,0,"en","Instagram"
1255088437905874944,"Yeah! #Nantucket
STAY HOME SAFE LIVES
Coronavirus in Massachusetts
https://t.co/umIYsi4YCX
#Boston #Celtics #Bruins… https://t.co/nKqv7eP4tB","04/28/20","United States","US","Nantucket","city",0.5,2,0,"en","Instagram"
1255088461490515969,"Raindrops - #COVID19 Photo Project - Taking photos with my older @getolympus #omdem5markii body and adapted, manual… https://t.co/WVX0Fc5nGl","04/28/20","United States","US","Chicago","city",0.08333333333333333,1,0,"en","Instagram"
1255088810301554690,"Birthday 🎁 🎂 🍰 
Happy Birthday to x_amyp_x from all the coaches and staff. Lots of love from is all. Enjoy the day… https://t.co/j2jLHsIZZA","04/28/20","United Kingdom","GB","Braintree","city",0.6416666666666667,0,0,"en","Instagram"
1255089545575628800,"Good morning, Fort Lauderdale! Let's seas the day 🌊
#goodmorning #fortlauderdale #morning #coffee #southflorida… https://t.co/H0y7akF7D3","04/28/20","United States","US","Fort Lauderdale","city",0.5625000000000001,22,4,"en","Hootsuite Inc."
1255089645852876802,"Fighting Stigma: Coronavirus latest: at a glance: Ireland unlikely to lift lockdown just yet. The national public h… https://t.co/DDBTi37mwY","04/28/20","Canada","CA","Mascouche","city",0,0,0,"en","dlvr.it"
1255089646968561664,"Fighting Stigma — Chinese restaurants hit hardest economically by coronavirus pandemic: Vinuya said the drop in tou… https://t.co/fHf9LIyKJQ","04/28/20","Canada","CA","Montréal","city",0.16666666666666666,0,1,"en","dlvr.it"
1255089702387974145,"During this quiet time in my operations due to #covid19 😷here's a look back at my favorite sports photos 📷 of the p… https://t.co/4wQkxMVfMO","04/28/20","Canada","CA","Greater Sudbury / Grand Sudbury","city",0.025,0,0,"en","Hootsuite Inc."
1255090012443443201,"UTC -7 | IN —   Meet medieval India's working women who defied societal roles and rose to power: In India, even bef… https://t.co/WqtexnUREx","04/28/20","India","IN","New Delhi","city",0.1375,0,1,"en","dlvr.it"
1255090013362098179,"Copyright 2020

LOGO VECTOR Pack 2

#Campanhas #creative #artwork #art #brand #artist #branding #angola #works… https://t.co/7mfgIr8ncw","04/28/20","Angola","AO","Angola","country",0.25,0,0,"en","Instagram"
1255090029610885121,"ADDRESS BY H.E. MUHAMMADU BUHARI, PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA ON THE CUMULATIVE LOCKDOWN ORDER OF… https://t.co/qIglW4DB1M","04/28/20","Nigeria","NG","Abuja","city",0,1,1,"en","Instagram"
1255090365444640769,"GOV OKOWA RELAXES LOCKDOWN IN DELTA EFFECTIVE APRIL 30TH: READ 

STATE BROADCAST BY HIS EXCELLENCY, SENATOR, DR IFE… https://t.co/PwSuTK93tK","04/28/20","Nigeria","NG","Asaba","city",0.6,4,1,"en","Instagram"
